# Time (s),X (m),Y (m),Z (m),Vx (m/s),Vy (m/s),Vz (m/s),Ax (m/s²),Ay (m/s²),Az (m/s²)
24.737241,1306.992719,-628.202545,8653.348818,45.743952,-22.956247,154.108382,-0.324577,0.116946,-10.890075
24.832509,1311.349197,-630.389020,8667.981071,45.713046,-22.945215,153.071690,-0.324269,0.114634,-10.873572
24.978985,1318.041579,-633.748721,8690.285816,45.665600,-22.928674,151.480811,-0.323362,0.111351,-10.848608
25.125461,1324.727023,-637.106033,8712.357803,45.618374,-22.912556,149.893542,-0.321012,0.109032,-10.824336
25.271937,1331.405576,-640.461008,8734.197553,45.571626,-22.896688,148.309772,-0.316828,0.107969,-10.800826
25.386466,1336.622764,-643.082631,8751.112483,45.535580,-22.884333,147.073796,-0.312535,0.107863,-10.782920
25.500994,1341.835855,-645.702836,8767.885974,45.500064,-22.871962,145.839849,-0.307737,0.108142,-10.765363
25.615523,1347.044912,-648.321622,8784.518257,45.465105,-22.859551,144.607899,-0.302813,0.108552,-10.748059
25.730052,1352.249996,-650.938984,8801.009560,45.430696,-22.847099,143.377919,-0.298125,0.108854,-10.730946
25.844580,1357.451169,-653.554918,8817.360107,45.396796,-22.834630,142.149892,-0.293968,0.108841,-10.713954
25.959109,1362.648485,-656.169426,8833.570121,45.363333,-22.822186,140.923806,-0.290526,0.108381,-10.697031
26.105245,1369.274608,-659.503413,8854.050002,45.321137,-22.806429,139.362156,-0.287222,0.107103,-10.675546
26.251381,1375.894596,-662.835113,8874.301899,45.279346,-22.790908,137.803636,-0.284890,0.105194,-10.654202
26.397517,1382.508499,-666.164566,8894.326268,45.237848,-22.775696,136.248213,-0.283085,0.102978,-10.633219
26.543653,1389.116357,-669.491821,8914.123556,45.196606,-22.760812,134.695831,-0.281250,0.100804,-10.612620
26.689789,1395.718208,-672.816922,8933.694203,45.155660,-22.746223,133.146419,-0.278972,0.098976,-10.592565
26.835925,1402.314102,-676.139910,8953.038638,45.115097,-22.731864,131.599897,-0.276011,0.097659,-10.573071
27.000295,1409.725961,-679.875033,8974.526985,45.070061,-22.715891,129.863764,-0.271828,0.096794,-10.551711
27.164665,1417.130475,-683.607541,8995.730250,45.025770,-22.700017,128.131095,-0.267021,0.096408,-10.530890
27.329035,1424.527777,-687.337442,9016.648995,44.982294,-22.684185,126.401812,-0.262031,0.096210,-10.510505
27.493405,1431.918000,-691.064744,9037.283771,44.939625,-22.668389,124.675852,-0.257297,0.095903,-10.490448
27.657775,1439.301272,-694.789454,9057.635121,44.897690,-22.652669,122.953167,-0.253119,0.095276,-10.470648
27.822145,1446.677705,-698.511591,9077.703579,44.856384,-22.637086,121.233718,-0.249600,0.094248,-10.451066
27.986515,1454.047393,-702.231181,9097.489675,44.815604,-22.621705,119.517469,-0.246661,0.092865,-10.431718
28.150885,1461.410415,-705.948264,9116.993932,44.775271,-22.606574,117.804380,-0.244094,0.091256,-10.412637
28.315255,1468.766841,-709.662882,9136.216864,44.735347,-22.591713,116.094401,-0.241648,0.089594,-10.393885
28.498102,1476.942539,-713.792220,9157.270738,44.691416,-22.575495,114.195787,-0.238789,0.087869,-10.373460
28.680949,1485.110254,-717.918621,9177.977795,44.648037,-22.559568,112.300860,-0.235593,0.086417,-10.353552
28.863796,1493.270093,-722.042131,9198.338700,44.605282,-22.543876,110.409526,-0.231996,0.085283,-10.334148
29.046643,1501.422176,-726.162791,9218.354101,44.563218,-22.528363,108.521693,-0.228089,0.084422,-10.315253
29.229490,1509.566635,-730.280626,9238.024632,44.521886,-22.512990,106.637274,-0.224032,0.083720,-10.296791
29.412337,1517.703604,-734.395663,9257.350909,44.481295,-22.497740,104.756193,-0.220024,0.083047,-10.278726
29.613938,1526.666668,-738.929564,9278.261191,44.437369,-22.481077,102.685958,-0.215844,0.082209,-10.259200
29.815540,1535.620958,-743.460124,9298.754505,44.394247,-22.464602,100.619622,-0.212026,0.081186,-10.240043
30.017142,1544.566631,-747.987385,9318.831629,44.351854,-22.448355,98.557112,-0.208584,0.079969,-10.221255
30.218744,1553.503825,-752.511396,9338.493326,44.310122,-22.432371,96.498354,-0.205433,0.078602,-10.202825
30.420345,1562.432668,-757.032213,9357.740346,44.269004,-22.416671,94.443271,-0.202457,0.077171,-10.184795
30.621947,1571.353282,-761.549894,9376.573422,44.228481,-22.401258,92.391782,-0.199524,0.075763,-10.167182
30.867107,1582.190392,-767.039534,9398.918893,44.180007,-22.382884,89.901760,-0.195884,0.074177,-10.146349
31.112268,1593.015729,-772.524716,9420.654530,44.132442,-22.364875,87.416763,-0.192098,0.072787,-10.126184
31.357428,1603.829521,-778.005522,9441.781543,44.085825,-22.347182,84.936631,-0.188180,0.071586,-10.106658
31.602588,1614.632002,-783.482026,9462.301107,44.040177,-22.329765,82.461211,-0.184216,0.070516,-10.087732
31.847749,1625.423411,-788.954291,9482.214359,43.995497,-22.312600,79.990361,-0.180319,0.069504,-10.069361
32.092909,1636.203982,-794.422378,9501.522403,43.951754,-22.295684,77.523951,-0.176585,0.068483,-10.051508
32.395393,1649.490648,-801.163339,9524.512605,43.899004,-22.275166,74.486787,-0.172272,0.067151,-10.030129
32.697876,1662.761552,-807.898156,9546.585082,43.847506,-22.255065,71.455985,-0.168291,0.065731,-10.009437
33.000359,1676.017056,-814.626958,9567.741728,43.797166,-22.235405,68.431341,-0.164577,0.064267,-9.989420
33.302843,1689.257499,-821.349882,9587.984374,43.747918,-22.216188,65.412650,-0.161042,0.062820,-9.970077
33.605326,1702.483202,-828.067058,9607.314791,43.699715,-22.197396,62.399696,-0.157670,0.061467,-9.951501
33.907810,1715.694479,-834.778610,9625.734679,43.652525,-22.178998,59.392265,-0.154362,0.060209,-9.933560
34.257811,1730.963526,-842.537621,9645.914008,43.599159,-22.158160,55.919030,-0.150600,0.058872,-9.913557
34.607812,1746.214124,-850.289418,9664.878910,43.547097,-22.137768,52.452660,-0.146926,0.057643,-9.894310
34.957813,1761.446723,-858.034152,9682.631743,43.496304,-22.117794,48.992907,-0.143359,0.056484,-9.875756
35.307814,1776.661761,-865.771964,9699.174782,43.446739,-22.098221,45.539539,-0.139904,0.055357,-9.857829
35.657814,1791.859660,-873.502995,9714.510225,43.398364,-22.079044,42.092344,-0.136542,0.054226,-9.840474
36.007815,1807.040833,-881.227383,9728.640199,43.351150,-22.060267,38.651128,-0.133239,0.053064,-9.823652
36.407720,1824.366615,-890.045184,9743.311954,43.298621,-22.039324,34.726343,-0.129445,0.051661,-9.805040
36.807625,1841.671698,-898.854726,9756.415640,43.247636,-22.018965,30.808875,-0.125503,0.050134,-9.787064
37.207530,1858.956714,-907.656252,9767.954131,43.198282,-21.999249,26.898463,-0.121256,0.048432,-9.769763
37.607435,1876.222343,-916.450036,9777.930192,43.150715,-21.980259,22.994819,-0.116536,0.046495,-9.753242
38.007340,1893.469342,-925.236388,9786.346462,43.105154,-21.962100,19.097592,-0.111189,0.044265,-9.737716
38.407245,1910.698569,-934.015665,9793.205421,43.061885,-21.944902,15.206323,-0.105056,0.041677,-9.723506
38.807149,1927.911002,-942.788281,9798.509332,43.021230,-21.928812,11.320387,-0.098106,0.038716,-9.711143
39.140019,1942.226162,-950.085630,9801.739702,42.989615,-21.916371,8.089286,-0.091742,0.035987,-9.702776
39.472890,1956.531156,-957.378992,9803.894959,42.960179,-21.904867,4.860601,-0.085056,0.033106,-9.696735
39.805760,1970.826722,-964.668685,9804.975767,42.932974,-21.894325,1.633452,-0.078430,0.030244,-9.693658
39.974268,1978.060186,-968.357637,9805.113393,42.920023,-21.889343,0.000023,-0.075289,0.028888,-9.693441
39.980952,1978.347075,-968.503952,9805.113176,42.919520,-21.889150,-0.064771,-0.075170,0.028837,-9.693453
39.991124,1978.783645,-968.726605,9805.111515,42.918758,-21.888857,-0.163373,-0.074989,0.028759,-9.693476
40.001296,1979.220207,-968.949256,9805.108850,42.917997,-21.888566,-0.261976,-0.074808,0.028681,-9.693503
40.021640,1980.093315,-969.394551,9805.101514,42.916478,-21.887984,-0.459181,-0.074452,0.028527,-9.693563
40.041984,1980.966393,-969.839835,9805.090167,42.914967,-21.887405,-0.656388,-0.074099,0.028375,-9.693639
40.062328,1981.839441,-970.285106,9805.074807,42.913463,-21.886829,-0.853596,-0.073752,0.028226,-9.693730
40.230114,1989.038689,-973.957016,9804.795130,42.901317,-21.882191,-2.480164,-0.071100,0.027085,-9.695071
40.397900,1996.235935,-977.628163,9804.242514,42.889576,-21.877728,-4.107050,-0.068926,0.026158,-9.697510
40.565686,2003.431239,-981.298572,9803.416889,42.878150,-21.873397,-5.734440,-0.067383,0.025512,-9.701084
40.733472,2010.624644,-984.968262,9802.318155,42.866918,-21.869145,-7.362525,-0.066633,0.025221,-9.705800
40.980952,2021.231319,-990.379671,9800.198767,42.850391,-21.862879,-9.765580,-0.067326,0.025598,-9.714769
41.004837,2022.250536,-990.899968,9799.961128,42.673221,-21.784124,-9.949660,-7.417875,3.297368,-7.707205
41.028721,2023.265555,-991.418399,9799.719109,42.497511,-21.706020,-10.133015,-7.356721,3.270099,-7.676837
41.076489,2025.287269,-992.451561,9799.226346,42.148954,-21.551089,-10.498292,-7.236879,3.216659,-7.616823
41.124258,2027.292467,-993.477381,9798.716203,41.806029,-21.398670,-10.860727,-7.120940,3.164950,-7.557823
41.172026,2029.281414,-994.495979,9798.188814,41.468553,-21.248680,-11.220365,-7.008751,3.114906,-7.499773
41.431560,2039.813791,-999.908472,9795.027403,39.723380,-20.473205,-13.127105,-6.458951,2.869518,-7.198486
41.691094,2049.911050,-1005.127655,9791.381221,38.109063,-19.756164,-14.958214,-5.995553,2.662462,-6.915278
41.950628,2059.604169,-1010.167371,9787.269209,36.605552,-19.088666,-16.717478,-5.602307,2.486513,-6.643796
42.210162,2068.919666,-1015.039485,9782.709671,35.196435,-18.463435,-18.407298,-5.265977,2.335783,-6.379339
42.610777,2082.609772,-1022.254370,9774.834339,33.176227,-17.567841,-20.882433,-4.833936,2.141671,-5.977579
43.011392,2095.522924,-1029.125027,9765.999554,31.312357,-16.742611,-23.197174,-4.480910,1.982464,-5.577836
43.412008,2107.715822,-1035.677028,9756.269499,29.578251,-15.976022,-25.351661,-4.183790,1.847884,-5.177780
43.812623,2119.236752,-1041.932236,9745.708418,27.954901,-15.259713,-27.345921,-3.925593,1.730388,-4.778394
44.213238,2130.127269,-1047.909562,9734.380377,26.429288,-14.587983,-29.180780,-3.694228,1.624618,-4.382668
44.826658,2145.665077,-1056.561913,9715.693047,24.263112,-13.637288,-31.687011,-3.373727,1.477348,-3.792995
45.440079,2159.932293,-1064.657876,9695.577605,22.285283,-12.773354,-33.840713,-3.079125,1.341318,-3.235899
46.053499,2173.040905,-1072.249137,9674.243235,20.482344,-11.990321,-35.665943,-2.801886,1.212881,-2.723364
46.666919,2185.094778,-1079.383817,9651.882429,18.844926,-11.284056,-37.192556,-2.539193,1.090927,-2.263135
47.280339,2196.192697,-1086.107773,9628.668252,17.364254,-10.650608,-38.453867,-2.290947,0.975536,-1.858588
47.893759,2206.428135,-1092.464451,9604.752962,16.031181,-10.085793,-39.484106,-2.058095,0.867227,-1.509445
48.861564,2221.033161,-1101.844431,9565.907729,14.204298,-9.323235,-40.719472,-1.724517,0.712011,-1.063502
49.829368,2234.019738,-1110.556021,9526.057116,12.679353,-8.701177,-41.578765,-1.434021,0.576841,-0.729056
50.797172,2245.659795,-1118.725753,9485.516427,11.414798,-8.200267,-42.159359,-1.185994,0.461466,-0.484215
51.764977,2256.185689,-1126.461715,9444.517215,10.370877,-7.801966,-42.537955,-0.977524,0.364539,-0.308209
52.732781,2265.793203,-1133.854935,9403.225436,9.511260,-7.489332,-42.772328,-0.804359,0.284075,-0.183548
53.700586,2274.644893,-1140.980948,9361.758942,8.804056,-7.247494,-42.905142,-0.661783,0.217874,-0.096284
54.700680,2283.139914,-1148.129951,9318.812957,8.204372,-7.058441,-42.968388,-0.541653,0.162144,-0.034121
55.700773,2291.091328,-1155.115917,9275.831350,7.712961,-6.919592,-42.980107,-0.444527,0.117133,0.008057
56.700867,2298.596544,-1161.983987,9232.856440,7.308924,-6.821212,-42.956924,-0.366282,0.080919,0.036377
57.700961,2305.734102,-1168.770516,9189.917093,6.975181,-6.755344,-42.910432,-0.303418,0.051865,0.055223
58.701055,2312.567121,-1175.504674,9147.032523,6.697862,-6.715531,-42.848540,-0.253008,0.028610,0.067639
59.890949,2320.369210,-1183.480461,9096.097493,6.426129,-6.694987,-42.762012,-0.205970,0.006964,0.076829
61.080842,2327.878414,-1191.445801,9045.270940,6.203567,-6.697037,-42.667049,-0.169917,-0.009572,0.082167
62.270736,2335.146432,-1199.424411,8994.560798,6.018607,-6.716299,-42.567397,-0.142298,-0.022185,0.085158
63.460630,2342.212358,-1207.434143,8943.970940,5.862466,-6.748687,-42.465146,-0.121160,-0.031784,0.086641
64.663627,2349.181282,-1215.577630,8892.948380,5.727007,-6.791572,-42.360538,-0.104838,-0.039142,0.087190
65.866624,2355.998103,-1223.777586,8842.051904,5.608738,-6.842171,-42.255634,-0.092392,-0.044698,0.087177
67.069622,2362.680916,-1232.042090,8791.281529,5.503576,-6.898587,-42.150965,-0.082902,-0.048881,0.086829
68.272619,2369.243524,-1240.377229,8740.636748,5.408410,-6.959376,-42.046837,-0.075664,-0.052018,0.086278
70.433361,2380.760371,-1255.539155,8649.984906,5.255517,-7.076262,-41.861738,-0.066715,-0.055773,0.085042
72.594103,2391.965673,-1270.961447,8559.730217,5.117753,-7.199311,-41.679579,-0.061135,-0.057967,0.083721
73.134289,2394.721668,-1274.858875,8537.227862,5.085552,-7.230291,-41.634149,-0.057493,-0.056495,0.084883
73.674474,2397.460860,-1278.772520,8514.750298,5.056698,-7.259519,-41.587315,-0.048441,-0.051034,0.089033
74.214660,2400.185711,-1282.701235,8492.298551,5.032724,-7.285766,-41.538345,-0.040516,-0.046259,0.092067
74.754845,2402.898716,-1286.643465,8469.873648,5.012775,-7.309585,-41.487951,-0.033524,-0.042043,0.094313
75.835216,2408.297081,-1294.563692,8425.106909,4.983120,-7.351044,-41.384352,-0.021921,-0.035035,0.097108
76.915587,2413.669703,-1302.524905,8380.453509,4.964532,-7.385812,-41.278675,-0.012903,-0.029575,0.098411
77.995958,2419.027110,-1310.520730,8335.914821,4.954545,-7.415364,-41.172126,-0.005904,-0.025324,0.098782
79.076329,2424.377496,-1318.546193,8291.491303,4.951232,-7.440856,-41.065483,-0.000479,-0.022017,0.098589
80.289457,2430.385327,-1327.588062,8241.745943,4.953489,-7.465825,-40.946249,0.004194,-0.019153,0.097998
81.502586,2436.398822,-1336.658423,8192.144660,4.960717,-7.487739,-40.827853,0.007680,-0.017000,0.097160
82.715714,2442.423302,-1345.753992,8142.686332,4.971641,-7.507360,-40.710538,0.010277,-0.015380,0.096200
85.000373,2453.810707,-1362.944554,8049.926259,4.999391,-7.539803,-40.492897,0.013422,-0.013376,0.094276
87.285032,2465.269726,-1380.203991,7957.658500,5.032307,-7.568879,-40.279882,0.015285,-0.012142,0.092419
89.569691,2476.808488,-1397.526829,7865.872621,5.068331,-7.595826,-40.071200,0.016352,-0.011387,0.090566
91.854350,2488.431206,-1414.909939,7774.558214,5.106338,-7.621321,-39.866509,0.016889,-0.010951,0.088623
93.025781,2494.424571,-1423.845243,7727.917767,5.126216,-7.634059,-39.763196,0.017050,-0.010796,0.087660
94.197211,2500.441308,-1432.795379,7681.397788,5.146254,-7.646634,-39.661038,0.017159,-0.010674,0.086753
95.368641,2506.481578,-1441.760170,7634.996884,5.166397,-7.659079,-39.559942,0.017230,-0.010575,0.085867
96.529336,2512.489808,-1450.657127,7589.137394,5.186421,-7.671307,-39.460783,0.017271,-0.010495,0.085000
97.690032,2518.521301,-1459.568227,7543.392413,5.206479,-7.683449,-39.362620,0.017291,-0.010428,0.084147
98.850727,2524.576085,-1468.493378,7497.760800,5.226551,-7.695520,-39.265439,0.017295,-0.010371,0.083309
105.199923,2558.108687,-1517.561170,7250.108574,5.336037,-7.760639,-38.750686,0.017176,-0.010155,0.079080
106.787222,2566.600389,-1529.892278,7188.699016,5.363212,-7.776756,-38.626153,0.017140,-0.010107,0.078063
108.374520,2575.134947,-1542.249050,7127.485593,5.390381,-7.792766,-38.503063,0.017082,-0.010073,0.076986
109.961819,2583.712572,-1554.631183,7066.466220,5.417456,-7.808725,-38.381620,0.017026,-0.010039,0.075973
111.549118,2592.333131,-1567.038589,7005.638488,5.444436,-7.824634,-38.261819,0.016973,-0.010004,0.075036
112.672917,2598.462289,-1575.838211,6962.687106,5.463488,-7.835864,-38.177884,0.016934,-0.009981,0.074374
113.796715,2604.612830,-1584.650440,6919.829602,5.482497,-7.847067,-38.094674,0.016896,-0.009957,0.073713
114.920514,2610.784710,-1593.475244,6877.065198,5.501464,-7.858243,-38.012197,0.016858,-0.009934,0.073065
117.415629,2624.563841,-1613.113309,6782.445702,5.543423,-7.882967,-37.831658,0.016775,-0.009884,0.071679
119.910744,2638.447407,-1632.812907,6688.272514,5.585176,-7.907567,-37.654576,0.016693,-0.009834,0.070359
120.534523,2641.934926,-1637.746864,6664.798324,5.596643,-7.912143,-37.610158,0.020098,-0.004803,0.072188
121.158302,2645.430395,-1642.682500,6641.352220,5.610627,-7.913005,-37.564430,0.024774,0.002090,0.074514
121.782080,2648.935396,-1647.617480,6617.934971,5.627318,-7.909876,-37.517464,0.028744,0.007949,0.076066
122.995843,2655.788943,-1657.209163,6572.454106,5.665945,-7.894698,-37.424044,0.034852,0.016983,0.077643
124.209606,2662.693156,-1666.776820,6527.087210,5.710984,-7.870021,-37.329326,0.039261,0.023530,0.078028
125.423368,2669.654849,-1676.310338,6481.835442,5.760621,-7.838503,-37.234535,0.042437,0.028271,0.077862
127.234453,2680.158519,-1690.458491,6414.527871,5.840774,-7.782357,-37.093965,0.045515,0.032909,0.077129
129.045537,2690.812568,-1704.497094,6347.473996,5.925052,-7.719932,-36.955318,0.047425,0.035837,0.076305
130.856621,2701.622145,-1718.418191,6280.669831,6.011949,-7.653438,-36.818411,0.048558,0.037625,0.075322
132.667706,2712.590327,-1732.216853,6214.111385,6.100494,-7.584298,-36.683061,0.049166,0.038643,0.074109
133.746143,2719.197988,-1740.373455,6174.593783,6.153630,-7.542418,-36.603442,0.049378,0.039028,0.073415
134.824581,2725.863042,-1748.484716,6135.161755,6.206952,-7.500184,-36.524609,0.049508,0.039294,0.072780
135.903019,2732.585657,-1756.550305,6095.814395,6.260382,-7.457710,-36.446467,0.049578,0.039470,0.072159
136.975083,2739.325682,-1764.522742,6056.782738,6.313548,-7.415334,-36.369440,0.049603,0.039580,0.071544
138.047147,2746.122709,-1772.449698,6017.833304,6.366722,-7.372868,-36.293065,0.049595,0.039641,0.070937
139.119211,2752.976732,-1780.331102,5978.965403,6.419874,-7.330356,-36.217336,0.049562,0.039665,0.070340
141.009545,2765.200886,-1794.117081,5910.627333,6.513473,-7.255388,-36.085351,0.049463,0.039646,0.069311
142.899878,2777.601757,-1807.761439,5842.536958,6.606855,-7.180503,-35.955296,0.049329,0.039573,0.068312
144.790211,2790.178900,-1821.264389,5774.690672,6.699965,-7.105784,-35.827114,0.049176,0.039472,0.067337
149.273671,2820.710093,-1852.727818,5614.727211,6.919604,-6.929415,-35.530522,0.048776,0.039167,0.065237
150.394536,2828.496602,-1860.470239,5574.943309,6.974231,-6.885539,-35.457862,0.048674,0.039086,0.064705
151.515401,2836.344317,-1868.163471,5535.240296,7.028732,-6.841771,-35.385673,0.048575,0.039010,0.064111
152.636266,2844.253061,-1875.807691,5495.617801,7.083122,-6.798090,-35.314109,0.048476,0.038932,0.063545
153.662415,2851.546894,-1882.763063,5459.413605,7.132819,-6.758177,-35.249148,0.048384,0.038861,0.063060
154.688563,2858.891676,-1889.677516,5423.275824,7.182422,-6.718337,-35.184684,0.048294,0.038789,0.062590
155.714712,2866.287310,-1896.551125,5387.203945,7.231931,-6.678571,-35.120696,0.048203,0.038716,0.062128
157.541859,2879.581442,-1908.689340,5323.136294,7.319858,-6.607948,-35.007920,0.048042,0.038588,0.061323
159.369007,2893.035963,-1920.698728,5259.273386,7.407494,-6.537558,-34.896601,0.047883,0.038461,0.060541
161.196154,2906.650343,-1932.579716,5195.612589,7.494840,-6.467400,-34.786700,0.047726,0.038334,0.059778
162.591166,2917.152146,-1941.564535,5147.142784,7.561335,-6.413990,-34.703721,0.047607,0.038239,0.059204
163.986178,2927.743333,-1950.481535,5098.788463,7.622994,-6.370176,-34.621103,0.039193,0.021334,0.059471
165.381190,2938.411482,-1959.355617,5050.549679,7.670114,-6.355617,-34.537942,0.027600,-0.002007,0.059873
166.776202,2949.136847,-1968.226496,5002.426807,7.702601,-6.370500,-34.454351,0.020109,-0.017032,0.059627
168.171213,2959.900515,-1977.132206,4954.420335,7.726606,-6.402355,-34.371285,0.014996,-0.027239,0.059239
169.566225,2970.692315,-1986.093060,4906.529655,7.744986,-6.445394,-34.289024,0.011463,-0.034248,0.058862
170.961237,2981.506923,-1995.119548,4858.753258,7.759234,-6.496598,-34.207331,0.009093,-0.038901,0.058362
172.904721,2996.602682,-2007.821679,4792.381404,7.774679,-6.576518,-34.094557,0.007033,-0.042873,0.057525
174.848205,3011.724899,-2020.685965,4726.227216,7.787123,-6.662129,-33.983366,0.005817,-0.045138,0.056755
176.791689,3026.869356,-2033.720204,4660.288023,7.797751,-6.751037,-33.873833,0.005112,-0.046374,0.056121
178.735173,3042.033482,-2046.928866,4594.560465,7.807281,-6.841796,-33.765602,0.004713,-0.046992,0.055434
180.750678,3057.778400,-2060.814331,4526.617384,7.816543,-6.936790,-33.654588,0.004469,-0.047290,0.054602
182.766183,3073.541658,-2074.891529,4458.896306,7.825401,-7.032215,-33.545070,0.004335,-0.047371,0.053810
183.270059,3077.485252,-2078.440887,4442.000517,7.827576,-7.056091,-33.517967,0.004311,-0.047371,0.053645
183.773936,3081.429637,-2082.001178,4425.118421,7.828677,-7.075845,-33.490941,0.000031,-0.030938,0.053633
184.277812,3085.373750,-2085.568240,4408.249955,7.826578,-7.083294,-33.463873,-0.008409,0.001561,0.053817
185.036471,3091.308267,-2090.938641,4382.877797,7.816324,-7.067186,-33.422958,-0.019046,0.042535,0.054074
185.795130,3097.232072,-2096.285529,4357.536730,7.798492,-7.021881,-33.381861,-0.027465,0.074981,0.054210
186.553788,3103.139968,-2101.588868,4332.226878,7.774971,-6.954647,-33.340709,-0.034214,0.101003,0.054234
187.312447,3109.028129,-2106.833910,4306.948259,7.746887,-6.869813,-33.299588,-0.039617,0.121851,0.054160
188.607587,3119.026248,-2115.621536,4263.865993,7.690830,-6.693668,-33.229624,-0.046436,0.148187,0.053851
189.902726,3128.946604,-2124.161094,4220.874054,7.627480,-6.489338,-33.160163,-0.051075,0.166132,0.053416
191.197866,3138.781432,-2132.422542,4177.971713,7.559172,-6.265812,-33.091320,-0.054214,0.178298,0.052931
192.493005,3148.525493,-2140.385568,4135.158110,7.487507,-6.029251,-33.023114,-0.056317,0.186479,0.052425
194.376786,3162.529171,-2151.407726,4073.042399,7.379473,-5.670372,-32.925058,-0.058174,0.193739,0.051703
196.260567,3176.326414,-2161.742384,4011.110183,7.268900,-5.301511,-32.828348,-0.059180,0.197719,0.051039
198.144347,3189.913927,-2171.376477,3949.359002,7.156952,-4.927160,-32.732875,-0.059678,0.199738,0.050408
200.028128,3203.289973,-2180.302961,3887.786500,7.044331,-4.550034,-32.638528,-0.059876,0.200599,0.049774
201.971998,3216.870051,-2188.768315,3824.434850,6.927911,-4.159892,-32.542349,-0.059916,0.200847,0.049141
203.343863,3226.318667,-2194.286732,3779.837196,6.846679,-3.885016,-32.475186,-0.058430,0.199818,0.048747
204.208512,3232.219932,-2197.573297,3751.775793,6.802278,-3.716281,-32.433046,-0.043934,0.190243,0.048728
205.073160,3238.087434,-2200.717018,3723.750814,6.769025,-3.554936,-32.390937,-0.032775,0.182823,0.048679
205.937809,3243.929471,-2203.723431,3695.762210,6.744437,-3.399373,-32.348887,-0.024213,0.177080,0.048588
207.667106,3255.560734,-2209.340162,3639.893869,6.714174,-3.101017,-32.265082,-0.012770,0.169261,0.048294
209.396404,3267.156928,-2214.452770,3584.169973,6.698503,-2.812825,-32.181877,-0.005718,0.164278,0.047913
211.125701,3278.735734,-2219.073917,3528.589402,6.692096,-2.531356,-32.099396,-0.001463,0.161104,0.047495
212.854999,3290.307645,-2223.211660,3473.150817,6.691779,-2.254556,-32.017668,0.000944,0.159126,0.047051
214.734080,3302.885045,-2227.168485,3413.069621,6.694998,-1.956906,-31.929733,0.002473,0.157683,0.046545
216.613162,3315.470375,-2230.568016,3353.152755,6.700512,-1.661589,-31.842731,0.003298,0.156700,0.046038
218.492244,3328.067108,-2233.414087,3293.398494,6.707252,-1.367906,-31.756680,0.003742,0.155968,0.045545
220.360951,3340.607581,-2235.698394,3234.133679,6.714552,-1.077057,-31.672030,0.003994,0.155367,0.045068
222.229658,3353.162139,-2237.440236,3175.026229,6.722182,-0.787235,-31.588275,0.004138,0.154840,0.044597
222.696835,3356.302271,-2237.791753,3160.273797,6.721104,-0.717446,-31.567426,-0.008836,0.143875,0.044674
223.164012,3359.440151,-2238.112150,3145.531118,6.712617,-0.653899,-31.546509,-0.027605,0.128083,0.044876
223.631188,3362.572218,-2238.404416,3130.798230,6.695933,-0.597252,-31.525502,-0.043839,0.114411,0.045059
224.476450,3368.212215,-2238.871888,3104.167060,6.648651,-0.509169,-31.487310,-0.067916,0.094104,0.045300
225.321712,3373.804762,-2239.271228,3077.568228,6.583344,-0.436308,-31.448964,-0.086391,0.078478,0.045411
226.166974,3379.336254,-2239.613939,3051.001825,6.504246,-0.375128,-31.410569,-0.100565,0.066449,0.045409
227.462806,3387.677157,-2240.046885,3010.337077,6.362659,-0.298624,-31.351789,-0.115918,0.053335,0.045243
228.758638,3395.821554,-2240.391838,2969.748371,6.205286,-0.235679,-31.293329,-0.126275,0.044397,0.044997
230.054469,3403.753997,-2240.662169,2929.235224,6.037053,-0.182177,-31.235257,-0.133153,0.038366,0.044702
231.350301,3411.463837,-2240.867253,2888.797030,5.861408,-0.135235,-31.177563,-0.137616,0.034355,0.044358
233.102336,3421.519970,-2241.053361,2834.240691,5.616766,-0.078331,-31.100248,-0.141243,0.030943,0.043882
234.854370,3431.142456,-2241.144555,2779.819141,5.367513,-0.025945,-31.023781,-0.143231,0.028905,0.043447
236.606404,3440.325844,-2241.146546,2725.530923,5.115702,0.023645,-30.948094,-0.144219,0.027705,0.043024
238.358439,3449.067066,-2241.063051,2671.374599,4.862644,0.071540,-30.873108,-0.144616,0.027002,0.042577
240.173833,3457.656273,-2240.889088,2615.397476,4.600051,0.120164,-30.796183,-0.144699,0.026551,0.042121
240.627682,3459.729099,-2240.831821,2601.424992,4.534383,0.132196,-30.777084,-0.144681,0.026471,0.042015
241.081531,3461.772061,-2240.769099,2587.461179,4.468467,0.144202,-30.758027,-0.145799,0.026436,0.041966
241.535379,3463.784222,-2240.700908,2573.506049,4.398901,0.156292,-30.738849,-0.160847,0.026844,0.042567
241.989228,3465.763377,-2240.627191,2559.559672,4.322964,0.168554,-30.719441,-0.173859,0.027196,0.042974
242.443077,3467.706878,-2240.547877,2545.622131,4.241502,0.180966,-30.699877,-0.185102,0.027498,0.043232
242.896925,3469.612327,-2240.462901,2531.693490,4.155285,0.193504,-30.680221,-0.194816,0.027757,0.043380
243.804623,3473.302022,-2240.275776,2503.863008,3.970857,0.218900,-30.640780,-0.210373,0.028166,0.043440
244.712320,3476.818049,-2240.065435,2476.068346,3.774338,0.244610,-30.601393,-0.222002,0.028466,0.043337
245.620017,3480.151255,-2239.831643,2448.309392,3.568716,0.270552,-30.562156,-0.230645,0.028681,0.043144
